,id,subnumber,headword,context,,ste,nsm,translation,ref,filename,speaker,1,2,3,chaptertitle,sectiontitle,relatedword,relatedphrase,relatedvalue,functiontags,notes
,17,2,,,"If other people (in Australia) know about it, they will say the same because they all think about some things in the same way.","  {""ste"": ""I say: people can’t do things like this. If someone does something like this, he/she does something bad.""},{  ""ste"": ""If other people (in Australia) know about it, they will say the same because they all think about some things in the same way.""}","{""nsm"": ""I say:""},{""nsm"": ""“people can’t do things like this""},",,,,,,,,,,,,,,
,17,3,,,"Many people in Australia think like this: at some times, someone wants something good to happen to them. Because of this, this someone can do something bad to someone else, not because this other someone did something bad. This is bad.","  {""ste"": ""I say: people can’t do things like this. If someone does something like this, he/she does something bad.""},{  ""ste"": ""If other people (in Australia) know about it, they will say the same because they all think about some things in the same way.""},{  ""ste"": ""Many people in Australia think like this: at some times, someone wants something good to happen to them. Because of this, this someone can do something bad to someone else, not because this other someone did something bad. This is bad.""}","{""nsm"": ""I say:""},{""nsm"": ""“people can’t do things like this""},{""nsm"": ""if someone does something like this, he/she does something bad”""},",,,,,,,,,,,,,,
,17,4,,,,"  {""ste"": ""I say: people can’t do things like this. If someone does something like this, he/she does something bad.""},{  ""ste"": ""If other people (in Australia) know about it, they will say the same because they all think about some things in the same way.""},{  ""ste"": ""Many people in Australia think like this: at some times, someone wants something good to happen to them. Because of this, this someone can do something bad to someone else, not because this other someone did something bad. This is bad.""},{  ""ste"": """"}","{""nsm"": ""I say:""},{""nsm"": ""“people can’t do things like this""},{""nsm"": ""if someone does something like this, he/she does something bad”""},{""nsm"": ""if other people know about it, they can't not say the same""},",,,,,,,,,,,,,,
,17,5,,,,"  {""ste"": ""I say: people can’t do things like this. If someone does something like this, he/she does something bad.""},{  ""ste"": ""If other people (in Australia) know about it, they will say the same because they all think about some things in the same way.""},{  ""ste"": ""Many people in Australia think like this: at some times, someone wants something good to happen to them. Because of this, this someone can do something bad to someone else, not because this other someone did something bad. This is bad.""},{  ""ste"": """"},{  ""ste"": """"}","{""nsm"": ""I say:""},{""nsm"": ""“people can’t do things like this""},{""nsm"": ""if someone does something like this, he/she does something bad”""},{""nsm"": ""if other people know about it, they can't not say the same""},{""nsm"": ""when people want to do things of some kinds with other people, it is like this:""},",,,,,,,,,,,,,,
,17,6,,,,"  {""ste"": ""I say: people can’t do things like this. If someone does something like this, he/she does something bad.""},{  ""ste"": ""If other people (in Australia) know about it, they will say the same because they all think about some things in the same way.""},{  ""ste"": ""Many people in Australia think like this: at some times, someone wants something good to happen to them. Because of this, this someone can do something bad to someone else, not because this other someone did something bad. This is bad.""},{  ""ste"": """"},{  ""ste"": """"},{  ""ste"": """"}","{""nsm"": ""I say:""},{""nsm"": ""“people can’t do things like this""},{""nsm"": ""if someone does something like this, he/she does something bad”""},{""nsm"": ""if other people know about it, they can't not say the same""},{""nsm"": ""when people want to do things of some kinds with other people, it is like this:""},{""nsm"": ""they can do many things as they want""},",,,,,,,,,,,,,,
,17,7,,,,"  {""ste"": ""I say: people can’t do things like this. If someone does something like this, he/she does something bad.""},{  ""ste"": ""If other people (in Australia) know about it, they will say the same because they all think about some things in the same way.""},{  ""ste"": ""Many people in Australia think like this: at some times, someone wants something good to happen to them. Because of this, this someone can do something bad to someone else, not because this other someone did something bad. This is bad.""},{  ""ste"": """"},{  ""ste"": """"},{  ""ste"": """"},{  ""ste"": """"}","{""nsm"": ""I say:""},{""nsm"": ""“people can’t do things like this""},{""nsm"": ""if someone does something like this, he/she does something bad”""},{""nsm"": ""if other people know about it, they can't not say the same""},{""nsm"": ""when people want to do things of some kinds with other people, it is like this:""},{""nsm"": ""they can do many things as they want""},{""nsm"": ""at the same time they cant do some things,""},",,,,,,,,,,,,,,
,17,8,,,,"  {""ste"": ""I say: people can’t do things like this. If someone does something like this, he/she does something bad.""},{  ""ste"": ""If other people (in Australia) know about it, they will say the same because they all think about some things in the same way.""},{  ""ste"": ""Many people in Australia think like this: at some times, someone wants something good to happen to them. Because of this, this someone can do something bad to someone else, not because this other someone did something bad. This is bad.""},{  ""ste"": """"},{  ""ste"": """"},{  ""ste"": """"},{  ""ste"": """"},{  ""ste"": """"}","{""nsm"": ""I say:""},{""nsm"": ""“people can’t do things like this""},{""nsm"": ""if someone does something like this, he/she does something bad”""},{""nsm"": ""if other people know about it, they can't not say the same""},{""nsm"": ""when people want to do things of some kinds with other people, it is like this:""},{""nsm"": ""they can do many things as they want""},{""nsm"": ""at the same time they cant do some things,""},{""nsm"": ""because if they do things like this, it is very bad for these other people""},",,,,,,,,,,,,,,
,18,1,that's fair,,I say: people can know that when this person,"  {""ste"": ""I say: people can know that when this person""}","{""nsm"": ""I say: people can know that when this person (X) did it (W), X did NOT do anything bad""},",,{Wierzbicka:2006hj p. 151},,,,,phrase,,,,,,,
,18,2,,,did it,"  {""ste"": ""I say: people can know that when this person""},{  ""ste"": ""did it""}","{""nsm"": ""I say: people can know that when this person (X) did it (W), X did NOT do anything bad""},{""nsm"": ""if other people know about it they will say the same because they all think about some things in the same way""},",,,,,,,,,,,,,,
,18,3,,,", Rachel did not do anything bad.","  {""ste"": ""I say: people can know that when this person""},{  ""ste"": ""did it""},{  ""ste"": "", Rachel did not do anything bad.""}","{""nsm"": ""I say: people can know that when this person (X) did it (W), X did NOT do anything bad""},{""nsm"": ""if other people know about it they will say the same because they all think about some things in the same way""},{""nsm"": ""they think like this:""},",,,,,,,,,,,,,,
,18,4,,,If other people (in Australia) know about it they will say the same because they all think about some things in the same way.,"  {""ste"": ""I say: people can know that when this person""},{  ""ste"": ""did it""},{  ""ste"": "", Rachel did not do anything bad.""},{  ""ste"": ""If other people (in Australia) know about it they will say the same because they all think about some things in the same way.""}","{""nsm"": ""I say: people can know that when this person (X) did it (W), X did NOT do anything bad""},{""nsm"": ""if other people know about it they will say the same because they all think about some things in the same way""},{""nsm"": ""they think like this:""},{""nsm"": ""when people want to do some things with some other people they know that they can do some kinds of things""},",,,,,,,,,,,,,,
,18,5,,,"Many people in Australia think like this: at some times, someone wants something good to happen to them. Because of this, this someone can do something bad to someone else, not because this other someone did something bad. This is bad.","  {""ste"": ""I say: people can know that when this person""},{  ""ste"": ""did it""},{  ""ste"": "", Rachel did not do anything bad.""},{  ""ste"": ""If other people (in Australia) know about it they will say the same because they all think about some things in the same way.""},{  ""ste"": ""Many people in Australia think like this: at some times, someone wants something good to happen to them. Because of this, this someone can do something bad to someone else, not because this other someone did something bad. This is bad.""}","{""nsm"": ""I say: people can know that when this person (X) did it (W), X did NOT do anything bad""},{""nsm"": ""if other people know about it they will say the same because they all think about some things in the same way""},{""nsm"": ""they think like this:""},{""nsm"": ""when people want to do some things with some other people they know that they can do some kinds of things""},{""nsm"": ""at the same time they know that they can't do some other kinds of things""},",,,,,,,,,,,,,,
,18,6,,,"People can know that when Rachel did it (made the decision), Rachel did not do anything like this.","  {""ste"": ""I say: people can know that when this person""},{  ""ste"": ""did it""},{  ""ste"": "", Rachel did not do anything bad.""},{  ""ste"": ""If other people (in Australia) know about it they will say the same because they all think about some things in the same way.""},{  ""ste"": ""Many people in Australia think like this: at some times, someone wants something good to happen to them. Because of this, this someone can do something bad to someone else, not because this other someone did something bad. This is bad.""},{  ""ste"": ""People can know that when Rachel did it (made the decision), Rachel did not do anything like this.""}","{""nsm"": ""I say: people can know that when this person (X) did it (W), X did NOT do anything bad""},{""nsm"": ""if other people know about it they will say the same because they all think about some things in the same way""},{""nsm"": ""they think like this:""},{""nsm"": ""when people want to do some things with some other people they know that they can do some kinds of things""},{""nsm"": ""at the same time they know that they can't do some other kinds of things""},{""nsm"": ""because if they do things like this, it will be bad for these other people""},",,,,,,,,,,,,,,
